State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
South Dakota,46,Malignant neoplasm without specification of site,C80,80,869666,9.2
South Dakota,46,Non-Hodgkin lymphoma large cell (diffuse),C83.3,24,869666,2.8
South Dakota,46,"Non-Hodgkin lymphoma, unspecified type",C85.9,27,869666,3.1
South Dakota,46,Multiple myeloma - Malignant neoplasms,C90.0,43,869666,4.9
South Dakota,46,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,13,869666,Unreliable
South Dakota,46,Acute myeloid leukaemia - Malignant neoplasms,C92.0,23,869666,2.6
South Dakota,46,Malignant neoplasms of independent (primary) multiple sites,C97,10,869666,Unreliable
South Dakota,46,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,28,869666,3.2
South Dakota,46,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,42,869666,4.8
South Dakota,46,"Non-insulin-dependent diabetes mellitus, with multiple complications",E11.7,10,869666,Unreliable
South Dakota,46,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,35,869666,4
South Dakota,46,"Unspecified diabetes mellitus, with renal complications",E14.2,52,869666,6
South Dakota,46,"Unspecified diabetes mellitus, with multiple complications",E14.7,16,869666,Unreliable
South Dakota,46,"Unspecified diabetes mellitus, without complications",E14.9,74,869666,8.5
South Dakota,46,Other obesity,E66.8,10,869666,Unreliable
South Dakota,46,"Hyperlipidaemia, unspecified",E78.5,28,869666,3.2
South Dakota,46,Volume depletion,E86,10,869666,Unreliable
South Dakota,46,"Vascular dementia, unspecified",F01.9,71,869666,8.2
South Dakota,46,Unspecified dementia,F03,105,869666,12.1
South Dakota,46,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,27,869666,3.1
South Dakota,46,Motor neuron disease,G12.2,21,869666,2.4
South Dakota,46,Parkinson disease,G20,89,869666,10.2
South Dakota,46,Alzheimer disease with late onset,G30.1,30,869666,3.4
South Dakota,46,"Alzheimer disease, unspecified",G30.9,411,869666,47.3
South Dakota,46,Other specified degenerative diseases of nervous system,G31.8,23,869666,2.6
South Dakota,46,Multiple sclerosis,G35,13,869666,Unreliable
South Dakota,46,"Anoxic brain damage, not elsewhere classified",G93.1,10,869666,Unreliable
South Dakota,46,Essential (primary) hypertension,I10,59,869666,6.8
South Dakota,46,Hypertensive heart disease with (congestive) heart failure,I11.0,89,869666,10.2
South Dakota,46,Hypertensive heart disease without (congestive) heart failure,I11.9,51,869666,5.9
South Dakota,46,Hypertensive renal disease with renal failure,I12.0,42,869666,4.8
South Dakota,46,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,32,869666,3.7
South Dakota,46,Acute subendocardial myocardial infarction,I21.4,19,869666,Unreliable
South Dakota,46,"Acute myocardial infarction, unspecified",I21.9,549,869666,63.1
South Dakota,46,"Atherosclerotic cardiovascular disease, so described",I25.0,57,869666,6.6
South Dakota,46,Atherosclerotic heart disease,I25.1,410,869666,47.1
South Dakota,46,Ischaemic cardiomyopathy,I25.5,40,869666,4.6
South Dakota,46,"Chronic ischaemic heart disease, unspecified",I25.9,20,869666,2.3
South Dakota,46,Pulmonary embolism without mention of acute cor pulmonale,I26.9,20,869666,2.3
South Dakota,46,Other secondary pulmonary hypertension,I27.2,31,869666,3.6
South Dakota,46,Mitral (valve) insufficiency,I34.0,12,869666,Unreliable
South Dakota,46,Aortic (valve) stenosis,I35.0,48,869666,5.5
South Dakota,46,"Endocarditis, valve unspecified",I38,13,869666,Unreliable
South Dakota,46,"Cardiomyopathy, unspecified",I42.9,43,869666,4.9
South Dakota,46,Atrial fibrillation and flutter,I48,58,869666,6.7
South Dakota,46,"Cardiac arrhythmia, unspecified",I49.9,13,869666,Unreliable
South Dakota,46,Congestive heart failure,I50.0,44,869666,5.1
South Dakota,46,"Heart failure, unspecified",I50.9,21,869666,2.4
South Dakota,46,"Cardiovascular disease, unspecified",I51.6,25,869666,2.9
South Dakota,46,Cardiomegaly,I51.7,12,869666,Unreliable
South Dakota,46,"Intracerebral haemorrhage, unspecified",I61.9,44,869666,5.1
South Dakota,46,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,28,869666,3.2
South Dakota,46,"Cerebral infarction, unspecified",I63.9,32,869666,3.7
South Dakota,46,"Stroke, not specified as haemorrhage or infarction",I64,214,869666,24.6
South Dakota,46,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,33,869666,3.8
South Dakota,46,Sequelae of other and unspecified cerebrovascular diseases,I69.8,10,869666,Unreliable
South Dakota,46,Dissection of aorta [any part],I71.0,15,869666,Unreliable
South Dakota,46,"Peripheral vascular disease, unspecified",I73.9,25,869666,2.9
South Dakota,46,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,10,869666,Unreliable
South Dakota,46,"Influenza with pneumonia, virus not identified",J11.0,11,869666,Unreliable
South Dakota,46,"Pneumonia, unspecified",J18.9,168,869666,19.3
South Dakota,46,"Emphysema, unspecified",J43.9,18,869666,Unreliable
South Dakota,46,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,80,869666,9.2
South Dakota,46,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,24,869666,2.8
South Dakota,46,"Chronic obstructive pulmonary disease, unspecified",J44.9,359,869666,41.3
South Dakota,46,"Asthma, unspecified",J45.9,11,869666,Unreliable
South Dakota,46,Pneumonitis due to food and vomit,J69.0,54,869666,6.2
South Dakota,46,Other interstitial pulmonary diseases with fibrosis,J84.1,34,869666,3.9
South Dakota,46,"Interstitial pulmonary disease, unspecified",J84.9,22,869666,2.5
South Dakota,46,"Vascular disorder of intestine, unspecified",K55.9,24,869666,2.8
South Dakota,46,Other and unspecified intestinal obstruction,K56.6,25,869666,2.9
South Dakota,46,Alcoholic hepatitis,K70.1,10,869666,Unreliable
South Dakota,46,Alcoholic cirrhosis of liver,K70.3,76,869666,8.7
South Dakota,46,"Alcoholic liver disease, unspecified",K70.9,29,869666,3.3
South Dakota,46,Other and unspecified cirrhosis of liver,K74.6,24,869666,2.8
South Dakota,46,"Fatty (change of) liver, not elsewhere classified",K76.0,19,869666,Unreliable
South Dakota,46,"Gastrointestinal haemorrhage, unspecified",K92.2,31,869666,3.6
South Dakota,46,"Rheumatoid arthritis, unspecified",M06.9,12,869666,Unreliable
South Dakota,46,"Chronic kidney disease, stage 5",N18.5,30,869666,3.4
South Dakota,46,"Chronic renal failure, unspecified",N18.9,22,869666,2.5
South Dakota,46,"Urinary tract infection, site not specified",N39.0,50,869666,5.7
South Dakota,46,Extreme immaturity,P07.2,16,869666,Unreliable
South Dakota,46,Other ill-defined and unspecified causes of mortality,R99,10,869666,Unreliable
South Dakota,46,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,13,869666,Unreliable
South Dakota,46,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,17,869666,Unreliable
South Dakota,46,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,15,869666,Unreliable
South Dakota,46,"Car occupant injured in noncollision transport accident, passenger injured in traffic accident",V48.6,12,869666,Unreliable
South Dakota,46,"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident",V58.5,11,869666,Unreliable
South Dakota,46,Person injured in collision between other specified motor vehicles (traffic),V87.7,13,869666,Unreliable
South Dakota,46,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,22,869666,2.5
South Dakota,46,"Fall on same level from slipping, tripping and stumbling",W01,13,869666,Unreliable
South Dakota,46,Fall involving bed,W06,15,869666,Unreliable
South Dakota,46,Fall on and from stairs and steps,W10,16,869666,Unreliable
South Dakota,46,Other fall on same level,W18,54,869666,6.2
South Dakota,46,Unspecified fall,W19,74,869666,8.5
South Dakota,46,Accidental suffocation and strangulation in bed,W75,10,869666,Unreliable
South Dakota,46,Exposure to uncontrolled fire in building or structure,X00,19,869666,Unreliable
South Dakota,46,Exposure to excessive natural cold,X31,13,869666,Unreliable
South Dakota,46,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,18,869666,Unreliable
South Dakota,46,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,869666,2.4
South Dakota,46,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,869666,Unreliable
South Dakota,46,"Intentional self-harm by hanging, strangulation and suffocation",X70,77,869666,8.9
South Dakota,46,Intentional self-harm by handgun discharge,X72,57,869666,6.6
South Dakota,46,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,25,869666,2.9
South Dakota,46,Assault by sharp object,X99,10,869666,Unreliable
Tennessee,47,Enterocolitis due to Clostridium difficile,A04.7,163,6715984,2.4
Tennessee,47,Gastroenteritis and colitis of unspecified origin,A09.9,66,6715984,1
Tennessee,47,Septicaemia due to Staphylococcus aureus,A41.0,25,6715984,0.4
Tennessee,47,Septicaemia due to other Gram-negative organisms,A41.5,24,6715984,0.4
Tennessee,47,"Septicaemia, unspecified",A41.9,912,6715984,13.6
Tennessee,47,"Staphylococcal infection, unspecified",A49.0,19,6715984,Unreliable
Tennessee,47,"Bacterial infection, unspecified",A49.9,13,6715984,Unreliable
Tennessee,47,Acute hepatitis B without delta-agent and without hepatic coma,B16.9,15,6715984,Unreliable
Tennessee,47,Chronic viral hepatitis C,B18.2,136,6715984,2
Tennessee,47,HIV disease resulting in other bacterial infections,B20.1,10,6715984,Unreliable
Tennessee,47,HIV disease resulting in multiple infections,B20.7,14,6715984,Unreliable
Tennessee,47,HIV disease resulting in multiple diseases classified elsewhere,B22.7,21,6715984,0.3
Tennessee,47,HIV disease resulting in other specified conditions,B23.8,32,6715984,0.5
Tennessee,47,Unspecified human immunodeficiency virus [HIV] disease,B24,29,6715984,0.4
Tennessee,47,Unspecified mycosis,B49,14,6715984,Unreliable
Tennessee,47,Sequelae of other specified infectious and parasitic diseases,B94.8,13,6715984,Unreliable
Tennessee,47,"Tongue, unspecified - Malignant neoplasms",C02.9,55,6715984,0.8
Tennessee,47,"Mouth, unspecified - Malignant neoplasms",C06.9,27,6715984,0.4
Tennessee,47,Malignant neoplasm of parotid gland,C07,15,6715984,Unreliable
Tennessee,47,"Tonsil, unspecified - Malignant neoplasms",C09.9,19,6715984,Unreliable
Tennessee,47,"Oropharynx, unspecified - Malignant neoplasms",C10.9,16,6715984,Unreliable
Tennessee,47,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,15,6715984,Unreliable
Tennessee,47,"Pharynx, unspecified - Malignant neoplasms",C14.0,42,6715984,0.6
Tennessee,47,"Oesophagus, unspecified - Malignant neoplasms",C15.9,356,6715984,5.3
Tennessee,47,Cardia - Malignant neoplasms,C16.0,24,6715984,0.4
Tennessee,47,"Stomach, unspecified - Malignant neoplasms",C16.9,174,6715984,2.6
Tennessee,47,Duodenum - Malignant neoplasms,C17.0,20,6715984,0.3
Tennessee,47,Caecum - Malignant neoplasms,C18.0,13,6715984,Unreliable
Tennessee,47,Appendix - Malignant neoplasms,C18.1,17,6715984,Unreliable
Tennessee,47,Sigmoid colon - Malignant neoplasms,C18.7,19,6715984,Unreliable
Tennessee,47,"Colon, unspecified - Malignant neoplasms",C18.9,922,6715984,13.7
Tennessee,47,Malignant neoplasm of rectosigmoid junction,C19,73,6715984,1.1
Tennessee,47,Malignant neoplasm of rectum,C20,166,6715984,2.5
Tennessee,47,"Anus, unspecified - Malignant neoplasms",C21.0,27,6715984,0.4
Tennessee,47,Liver cell carcinoma - Malignant neoplasms,C22.0,283,6715984,4.2
Tennessee,47,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,145,6715984,2.2
Tennessee,47,"Liver, unspecified - Malignant neoplasms",C22.9,216,6715984,3.2
Tennessee,47,Malignant neoplasm of gallbladder,C23,38,6715984,0.6
Tennessee,47,Extrahepatic bile duct - Malignant neoplasms,C24.0,16,6715984,Unreliable
Tennessee,47,"Biliary tract, unspecified - Malignant neoplasms",C24.9,16,6715984,Unreliable
Tennessee,47,"Pancreas, unspecified - Malignant neoplasms",C25.9,915,6715984,13.6
Tennessee,47,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,32,6715984,0.5
Tennessee,47,"Larynx, unspecified - Malignant neoplasms",C32.9,92,6715984,1.4
Tennessee,47,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,36,6715984,0.5
Tennessee,47,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,15,6715984,Unreliable
Tennessee,47,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,3946,6715984,58.8
Tennessee,47,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,30,6715984,0.4
Tennessee,47,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,196,6715984,2.9
Tennessee,47,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,14,6715984,Unreliable
Tennessee,47,Skin of scalp and neck - Malignant neoplasms,C44.4,39,6715984,0.6
Tennessee,47,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,50,6715984,0.7
Tennessee,47,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,44,6715984,0.7
Tennessee,47,"Peritoneum, unspecified - Malignant neoplasms",C48.2,15,6715984,Unreliable
Tennessee,47,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,82,6715984,1.2
Tennessee,47,"Breast, unspecified - Malignant neoplasms",C50.9,944,6715984,14.1
Tennessee,47,"Vulva, unspecified - Malignant neoplasms",C51.9,37,6715984,0.6
Tennessee,47,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,100,6715984,1.5
Tennessee,47,Endometrium - Malignant neoplasms,C54.1,98,6715984,1.5
Tennessee,47,"Malignant neoplasm of uterus, part unspecified",C55,97,6715984,1.4
Tennessee,47,Malignant neoplasm of ovary,C56,321,6715984,4.8
Tennessee,47,Malignant neoplasm of prostate,C61,644,6715984,9.6
Tennessee,47,"Malignant neoplasm of kidney, except renal pelvis",C64,337,6715984,5
Tennessee,47,"Bladder, unspecified - Malignant neoplasms",C67.9,342,6715984,5.1
Tennessee,47,"Brain, unspecified - Malignant neoplasms",C71.9,364,6715984,5.4
Tennessee,47,Malignant neoplasm of thyroid gland,C73,49,6715984,0.7
Tennessee,47,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,12,6715984,Unreliable
Tennessee,47,"Head, face and neck - Malignant neoplasms",C76.0,17,6715984,Unreliable
Tennessee,47,Abdomen - Malignant neoplasms,C76.2,10,6715984,Unreliable
Tennessee,47,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,43,6715984,0.6
Tennessee,47,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,14,6715984,Unreliable
Tennessee,47,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,82,6715984,1.2
Tennessee,47,Malignant neoplasm without specification of site,C80,741,6715984,11
Tennessee,47,"Hodgkin disease, unspecified",C81.9,26,6715984,0.4
Tennessee,47,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,18,6715984,Unreliable
Tennessee,47,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,38,6715984,0.6
Tennessee,47,Non-Hodgkin lymphoma large cell (diffuse),C83.3,77,6715984,1.1
Tennessee,47,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,24,6715984,0.4
Tennessee,47,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,86,6715984,1.3
Tennessee,47,"Non-Hodgkin lymphoma, unspecified type",C85.9,182,6715984,2.7
Tennessee,47,Waldenstr÷m macroglobulinemia,C88.0,11,6715984,Unreliable
Tennessee,47,Multiple myeloma - Malignant neoplasms,C90.0,272,6715984,4.1
Tennessee,47,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,29,6715984,0.4
Tennessee,47,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,114,6715984,1.7
Tennessee,47,Acute myeloid leukaemia - Malignant neoplasms,C92.0,212,6715984,3.2
Tennessee,47,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,32,6715984,0.5
Tennessee,47,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,25,6715984,0.4
Tennessee,47,"Leukaemia, unspecified - Malignant neoplasms",C95.9,47,6715984,0.7
Tennessee,47,Malignant neoplasms of independent (primary) multiple sites,C97,130,6715984,1.9
Tennessee,47,Other digestive organs - Uncertain neoplasms,D37.7,10,6715984,Unreliable
Tennessee,47,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,14,6715984,Unreliable
Tennessee,47,"Brain, unspecified - Uncertain neoplasms",D43.2,39,6715984,0.6
Tennessee,47,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,134,6715984,2
Tennessee,47,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,22,6715984,0.3
Tennessee,47,Connective and other soft tissue - Uncertain neoplasms,D48.1,12,6715984,Unreliable
Tennessee,47,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,11,6715984,Unreliable
Tennessee,47,Sickle-cell anaemia without crisis,D57.1,11,6715984,Unreliable
Tennessee,47,"Aplastic anaemia, unspecified",D61.9,23,6715984,0.3
Tennessee,47,Acute posthaemorrhagic anaemia,D62,11,6715984,Unreliable
Tennessee,47,"Anaemia, unspecified",D64.9,40,6715984,0.6
Tennessee,47,Disseminated intravascular coagulation [defibrination syndrome],D65,19,6715984,Unreliable
Tennessee,47,"Coagulation defect, unspecified",D68.9,27,6715984,0.4
Tennessee,47,"Sarcoidosis, unspecified",D86.9,12,6715984,Unreliable
Tennessee,47,"Hypothyroidism, unspecified",E03.9,30,6715984,0.4
Tennessee,47,"Insulin-dependent diabetes mellitus, with ketoacidosis",E10.1,13,6715984,Unreliable
Tennessee,47,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,20,6715984,0.3
Tennessee,47,"Insulin-dependent diabetes mellitus, without complications",E10.9,52,6715984,0.8
Tennessee,47,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,208,6715984,3.1
Tennessee,47,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,28,6715984,0.4
Tennessee,47,"Non-insulin-dependent diabetes mellitus, with multiple complications",E11.7,23,6715984,0.3
Tennessee,47,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,393,6715984,5.9
Tennessee,47,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,54,6715984,0.8
Tennessee,47,"Unspecified diabetes mellitus, with renal complications",E14.2,317,6715984,4.7
Tennessee,47,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,48,6715984,0.7
Tennessee,47,"Unspecified diabetes mellitus, with multiple complications",E14.7,54,6715984,0.8
Tennessee,47,"Unspecified diabetes mellitus, without complications",E14.9,656,6715984,9.8
Tennessee,47,"Hypoglycaemia, unspecified",E16.2,15,6715984,Unreliable
Tennessee,47,Unspecified severe protein-energy malnutrition,E43,65,6715984,1
Tennessee,47,Retarded development following protein-energy malnutrition,E45,13,6715984,Unreliable
Tennessee,47,Unspecified protein-energy malnutrition,E46,80,6715984,1.2
Tennessee,47,"Nutritional deficiency, unspecified",E63.9,16,6715984,Unreliable
Tennessee,47,Extreme obesity with alveolar hypoventilation,E66.2,15,6715984,Unreliable
Tennessee,47,Other obesity,E66.8,134,6715984,2
Tennessee,47,"Obesity, unspecified",E66.9,80,6715984,1.2
Tennessee,47,Pure hypercholesterolaemia,E78.0,25,6715984,0.4
Tennessee,47,"Hyperlipidaemia, unspecified",E78.5,229,6715984,3.4
Tennessee,47,"Disorder of lipoprotein metabolism, unspecified",E78.9,20,6715984,0.3
Tennessee,47,Organ-limited amyloidosis,E85.4,16,6715984,Unreliable
Tennessee,47,"Amyloidosis, unspecified",E85.9,11,6715984,Unreliable
Tennessee,47,Volume depletion,E86,32,6715984,0.5
Tennessee,47,Hyperosmolality and hypernatraemia,E87.0,21,6715984,0.3
Tennessee,47,Acidosis,E87.2,53,6715984,0.8
Tennessee,47,Hyperkalaemia,E87.5,18,6715984,Unreliable
Tennessee,47,"Disorders of plasma-protein metabolism, not elsewhere classified",E88.0,12,6715984,Unreliable
Tennessee,47,"Metabolic disorder, unspecified",E88.9,52,6715984,0.8
Tennessee,47,Multi-infarct dementia,F01.1,22,6715984,0.3
Tennessee,47,"Vascular dementia, unspecified",F01.9,482,6715984,7.2
Tennessee,47,Unspecified dementia,F03,2272,6715984,33.8
Tennessee,47,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,95,6715984,1.4
Tennessee,47,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,122,6715984,1.8
Tennessee,47,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,11,6715984,Unreliable
Tennessee,47,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,58,6715984,0.9
Tennessee,47,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",F19.9,20,6715984,0.3
Tennessee,47,"Schizophrenia, unspecified",F20.9,12,6715984,Unreliable
Tennessee,47,Huntington disease,G10,27,6715984,0.4
Tennessee,47,Motor neuron disease,G12.2,157,6715984,2.3
Tennessee,47,Parkinson disease,G20,711,6715984,10.6
Tennessee,47,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],G23.1,26,6715984,0.4
Tennessee,47,Alzheimer disease with late onset,G30.1,83,6715984,1.2
Tennessee,47,"Alzheimer disease, unspecified",G30.9,3431,6715984,51.1
Tennessee,47,Circumscribed brain atrophy,G31.0,31,6715984,0.5
Tennessee,47,"Senile degeneration of brain, not elsewhere classified",G31.1,323,6715984,4.8
Tennessee,47,Other specified degenerative diseases of nervous system,G31.8,107,6715984,1.6
Tennessee,47,"Degenerative disease of nervous system, unspecified",G31.9,44,6715984,0.7
Tennessee,47,Multiple sclerosis,G35,94,6715984,1.4
Tennessee,47,"Epilepsy, unspecified",G40.9,30,6715984,0.4
Tennessee,47,"Status epilepticus, unspecified",G41.9,38,6715984,0.6
Tennessee,47,Sleep apnoea,G47.3,22,6715984,0.3
Tennessee,47,Myasthenia gravis,G70.0,29,6715984,0.4
Tennessee,47,"Myoneural disorder, unspecified",G70.9,13,6715984,Unreliable
Tennessee,47,Muscular dystrophy,G71.0,18,6715984,Unreliable
Tennessee,47,"Infantile cerebral palsy, unspecified",G80.9,49,6715984,0.7
Tennessee,47,"Tetraplegia, unspecified",G82.5,18,6715984,Unreliable
Tennessee,47,"Anoxic brain damage, not elsewhere classified",G93.1,213,6715984,3.2
Tennessee,47,"Encephalopathy, unspecified",G93.4,89,6715984,1.3
Tennessee,47,Cerebral oedema,G93.6,16,6715984,Unreliable
Tennessee,47,"Disorder of brain, unspecified",G93.9,12,6715984,Unreliable
Tennessee,47,"Mitral valve disease, unspecified",I05.9,15,6715984,Unreliable
Tennessee,47,Disorders of both mitral and aortic valves,I08.0,10,6715984,Unreliable
Tennessee,47,Essential (primary) hypertension,I10,379,6715984,5.6
Tennessee,47,Hypertensive heart disease with (congestive) heart failure,I11.0,537,6715984,8
Tennessee,47,Hypertensive heart disease without (congestive) heart failure,I11.9,768,6715984,11.4
Tennessee,47,Hypertensive renal disease with renal failure,I12.0,317,6715984,4.7
Tennessee,47,Hypertensive renal disease without renal failure,I12.9,25,6715984,0.4
Tennessee,47,Hypertensive heart and renal disease with (congestive) heart failure,I13.0,21,6715984,0.3
Tennessee,47,Hypertensive heart and renal disease with renal failure,I13.1,63,6715984,0.9
Tennessee,47,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,105,6715984,1.6
Tennessee,47,"Hypertensive heart and renal disease, unspecified",I13.9,13,6715984,Unreliable
Tennessee,47,Acute subendocardial myocardial infarction,I21.4,269,6715984,4
Tennessee,47,"Acute myocardial infarction, unspecified",I21.9,3408,6715984,50.7
Tennessee,47,Other forms of acute ischaemic heart disease,I24.8,11,6715984,Unreliable
Tennessee,47,"Acute ischaemic heart disease, unspecified",I24.9,52,6715984,0.8
Tennessee,47,"Atherosclerotic cardiovascular disease, so described",I25.0,2006,6715984,29.9
Tennessee,47,Atherosclerotic heart disease,I25.1,3463,6715984,51.6
Tennessee,47,Ischaemic cardiomyopathy,I25.5,329,6715984,4.9
Tennessee,47,Other forms of chronic ischaemic heart disease,I25.8,31,6715984,0.5
Tennessee,47,"Chronic ischaemic heart disease, unspecified",I25.9,252,6715984,3.8
Tennessee,47,Pulmonary embolism without mention of acute cor pulmonale,I26.9,256,6715984,3.8
Tennessee,47,Primary pulmonary hypertension,I27.0,12,6715984,Unreliable
Tennessee,47,Other secondary pulmonary hypertension,I27.2,133,6715984,2
Tennessee,47,"Pulmonary heart disease, unspecified",I27.9,40,6715984,0.6
Tennessee,47,Pericardial effusion (noninflammatory),I31.3,10,6715984,Unreliable
Tennessee,47,Acute and subacute infective endocarditis,I33.0,49,6715984,0.7
Tennessee,47,Mitral (valve) insufficiency,I34.0,44,6715984,0.7
Tennessee,47,Aortic (valve) stenosis,I35.0,260,6715984,3.9
Tennessee,47,Other aortic valve disorders,I35.8,11,6715984,Unreliable
Tennessee,47,"Aortic valve disorder, unspecified",I35.9,38,6715984,0.6
Tennessee,47,"Endocarditis, valve unspecified",I38,119,6715984,1.8
Tennessee,47,Dilated cardiomyopathy,I42.0,49,6715984,0.7
Tennessee,47,Other hypertrophic cardiomyopathy,I42.2,11,6715984,Unreliable
Tennessee,47,Alcoholic cardiomyopathy,I42.6,15,6715984,Unreliable
Tennessee,47,"Cardiomyopathy, unspecified",I42.9,301,6715984,4.5
Tennessee,47,"Atrioventricular block, complete",I44.2,18,6715984,Unreliable
Tennessee,47,Other specified conduction disorders,I45.8,52,6715984,0.8
Tennessee,47,"Sudden cardiac death, so described",I46.1,42,6715984,0.6
Tennessee,47,"Cardiac arrest, unspecified",I46.9,385,6715984,5.7
Tennessee,47,Ventricular tachycardia,I47.2,31,6715984,0.5
Tennessee,47,Atrial fibrillation and flutter,I48,592,6715984,8.8
Tennessee,47,Ventricular fibrillation and flutter,I49.0,50,6715984,0.7
Tennessee,47,Sick sinus syndrome,I49.5,12,6715984,Unreliable
Tennessee,47,"Cardiac arrhythmia, unspecified",I49.9,136,6715984,2
Tennessee,47,Congestive heart failure,I50.0,1209,6715984,18
Tennessee,47,"Heart failure, unspecified",I50.9,264,6715984,3.9
Tennessee,47,"Myocarditis, unspecified",I51.4,17,6715984,Unreliable
Tennessee,47,"Cardiovascular disease, unspecified",I51.6,143,6715984,2.1
Tennessee,47,Cardiomegaly,I51.7,59,6715984,0.9
Tennessee,47,Other ill-defined heart diseases,I51.8,59,6715984,0.9
Tennessee,47,"Heart disease, unspecified",I51.9,125,6715984,1.9
Tennessee,47,"Subarachnoid haemorrhage, unspecified",I60.9,119,6715984,1.8
Tennessee,47,"Intracerebral haemorrhage in hemisphere, subcortical",I61.0,10,6715984,Unreliable
Tennessee,47,"Intracerebral haemorrhage in hemisphere, cortical",I61.1,11,6715984,Unreliable
Tennessee,47,Intracerebral haemorrhage in brain stem,I61.3,16,6715984,Unreliable
Tennessee,47,Intracerebral haemorrhage in cerebellum,I61.4,19,6715984,Unreliable
Tennessee,47,"Intracerebral haemorrhage, intraventricular",I61.5,30,6715984,0.4
Tennessee,47,"Intracerebral haemorrhage, unspecified",I61.9,356,6715984,5.3
Tennessee,47,Subdural haemorrhage (acute)(nontraumatic),I62.0,105,6715984,1.6
Tennessee,47,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,203,6715984,3
Tennessee,47,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,24,6715984,0.4
Tennessee,47,Cerebral infarction due to embolism of cerebral arteries,I63.4,54,6715984,0.8
